regional,distribuidor,nit,nombre_cliente,razon_social,direccion,barrio,telefono,ciudad
BOGOTÁ,VENTAS & MARCAS,4133883,COORATIENDAS EL DIAMANTE,HECTOR VALVUENA,KRA 17 A # 75 B - 15 SUR,DIAMANTE,7921511,BOGOTA
